home_team,away_team,batter_team,batter_name,pitcher_name,bb_type,bearing,plate_x,plate_z,pitch_mph,launch_speed,launch_angle,is_home_run
ATL,LAD,LAD,"smith, will","minter, a. j.",ground_ball,left,0.88,1.94,86.3,60.4,-21.0,0
TOR,BAL,TOR,"hernandez, teoscar","cobb, alex",fly_ball,left,-1.25,3.16,91.3,,28.0,0
LAA,SEA,SEA,"long, shed","mayers, mike",ground_ball,left,0.65,2.44,80.5,57.0,,0
PHI,WSH,PHI,"mccutchen, andrew","fedde, erick",ground_ball,center,0.42,1.66,79.1,69.3,-3.0,0
CHC,PIT,CHC,"contreras, willson","brault, steven",ground_ball,center,-0.88,2.37,93.2,57.0,1.0,0
LAD,TB,TB,"margot, manuel","kershaw, clayton",ground_ball,center,0.82,2.42,73.1,,-59.0,0
LAD,COL,COL,"hampson, garrett","may, dustin",ground_ball,left,-0.26,1.5,100.4,75.9,-35.0,0
BOS,TB,BOS,"peraza, jose","yarbrough, ryan",line_drive,right,0.67,2.35,87.5,90.9,30.0,0
PHI,NYM,NYM,"alonso, pete","nola, aaron",ground_ball,left,0.39,1.28,78.1,79.4,-5.0,0
DET,CLE,DET,"bonifacio, jorge","plesac, zach",fly_ball,center,0.29,2.93,86.9,96.2,,0
PIT,MIL,MIL,"arcia, orlando","kuhl, chad",popup,center,-0.12,3.08,88.7,,58.0,0
COL,SD,SD,"hosmer, eric","diaz, jairo",ground_ball,center,-0.06,2.27,97.0,,-7.0,0
COL,SD,SD,"profar, jurickson","senzatela, antonio",ground_ball,center,-0.39,2.03,85.0,,4.0,0
PHI,BAL,PHI,"mccutchen, andrew","leblanc, wade",fly_ball,right,-0.01,2.88,86.6,87.6,56.0,0
KC,DET,DET,"stewart, christin","singer, brady",ground_ball,right,-0.38,1.44,83.6,91.8,1.0,0
DET,CWS,DET,"goodrum, niko","gonzalez, gio",ground_ball,left,0.13,1.91,75.0,,-14.0,0
KC,DET,DET,"cameron, daz","staumont, josh",ground_ball,left,0.14,1.4,82.9,94.8,,0
NYM,BAL,BAL,"severino, pedro","gsellman, robert",line_drive,center,-0.22,2.72,95.6,100.2,7.0,0
LAD,COL,COL,"arenado, nolan","may, dustin",ground_ball,left,0.33,2.42,97.4,,-10.0,0
MIL,CHC,MIL,"arcia, orlando","hendricks, kyle",ground_ball,left,-0.79,2.37,87.8,62.8,8.0,0
LAA,TEX,TEX,"tejeda, anderson","teheran, julio",line_drive,center,-0.3,2.13,90.0,112.2,28.0,1
LAA,ARI,ARI,"escobar, eduardo","sandoval, patrick",ground_ball,center,0.86,1.74,81.8,74.7,-71.0,0
COL,SF,COL,"tapia, raimel","suarez, andrew",fly_ball,center,0.59,3.01,88.5,,30.0,0
LAD,ARI,ARI,"escobar, eduardo","urias, julio",line_drive,left,0.21,2.8,92.6,91.9,25.0,0
CHC,PIT,PIT,"newman, kevin","lester, jon",fly_ball,right,-0.59,2.54,85.8,69.9,44.0,0
TOR,BAL,TOR,"biggio, cavan","akin, keegan",fly_ball,center,-0.15,2.88,90.1,94.9,,0
CWS,CHC,CWS,"madrigal, nick","jeffress, jeremy",line_drive,right,0.29,2.73,94.5,81.6,17.0,0
BAL,WSH,WSH,"kieboom, carter","milone, tommy",line_drive,center,0.83,1.86,79.4,82.6,13.0,0
HOU,SEA,HOU,"correa, carlos","gonzales, marco",fly_ball,center,0.18,3.57,89.5,95.6,34.0,0
CHC,PIT,CHC,"rizzo, anthony","brubaker, jt",popup,right,-0.28,3.39,94.4,88.1,69.0,0
DET,MIN,DET,"castro, willi","thielbar, caleb",ground_ball,left,0.58,1.67,78.1,96.4,,0
PIT,MIL,MIL,"yelich, christian","rodriguez, richard",fly_ball,center,-0.08,2.97,93.7,102.6,33.0,1
LAA,SEA,LAA,"pujols, albert","gonzales, marco",fly_ball,left,-0.19,0.72,74.5,74.4,31.0,0
CHC,MIL,MIL,"cain, lorenzo","norwood, james",line_drive,left,-0.72,2.64,89.8,89.1,14.0,0
TEX,LAA,LAA,"castro, jason","lynn, lance",line_drive,center,-0.11,2.55,93.9,101.9,21.0,0
MIN,CWS,CWS,"mendick, danny","hill, rich",line_drive,center,-0.87,2.57,72.0,60.1,,0
SF,ARI,SF,"solano, donovan","gallen, zac",line_drive,center,0.18,2.33,90.8,92.0,24.0,0
HOU,SEA,HOU,"gurriel, yuli","guilbeau, taylor",line_drive,center,-0.19,2.38,90.8,94.0,29.0,0
SD,ARI,ARI,"ahmed, nick","stammen, craig",ground_ball,left,0.21,2.57,91.8,91.8,-13.0,0
KC,DET,KC,"lopez, nicky","alexander, tyler",ground_ball,right,-0.2,1.55,87.4,68.2,-36.0,0
CLE,KC,KC,"cordero, franchy","cimber, adam",ground_ball,center,0.05,2.61,85.9,,2.0,0
OAK,HOU,HOU,"reddick, josh","montas, frankie",popup,left,-0.1,2.66,84.1,83.7,,0
ATL,MIA,ATL,"d'arnaud, travis","garcia, yimi",line_drive,center,-0.25,2.04,87.3,94.1,23.0,0
SEA,HOU,SEA,"france, ty","greinke, zack",ground_ball,left,0.39,1.84,80.1,79.6,10.0,0
SD,COL,SD,"tatis, fernando","freeland, kyle",ground_ball,right,0.9,2.1,87.2,102.2,0.0,0
CLE,CIN,CLE,"reyes, franmil","raley, brooks",ground_ball,left,-0.42,1.99,84.2,92.4,-5.0,0
NYY,MIA,MIA,"chisholm, jazz","schmidt, clarke",line_drive,center,-0.22,2.97,93.7,106.2,22.0,0
TEX,HOU,TEX,"white, eli","urquidy, jose",line_drive,left,0.72,2.29,78.1,,22.0,0
BAL,NYM,BAL,"valaika, pat","kilome, franklyn",line_drive,center,0.05,2.57,93.3,,20.0,0
TOR,NYY,NYY,"voit, luke","zeuch, t. j.",ground_ball,center,-0.1,2.19,93.3,90.4,-2.0,0
TB,MIA,MIA,"dickerson, corey","slegers, aaron",line_drive,center,-0.02,1.06,88.0,73.8,14.0,0
CWS,CHC,CHC,"bryant, kris","cordero, jimmy",ground_ball,center,-0.27,2.69,100.3,,-2.0,0
DET,MIN,DET,"schoop, jonathan","dobnak, randy",ground_ball,center,-0.19,1.82,89.6,,,0
TB,HOU,HOU,"gurriel, yuli","morton, charlie",fly_ball,right,0.57,1.93,88.7,89.3,,0
STL,CLE,STL,"carpenter, matt","mckenzie, triston",fly_ball,center,0.15,2.64,94.0,91.2,30.0,0
NYM,WSH,WSH,"soto, juan","porcello, rick",ground_ball,center,-0.58,2.84,89.2,84.1,,0
TEX,LAA,LAA,"pujols, albert","lyles, jordan",fly_ball,right,0.09,2.19,94.6,87.1,53.0,0
HOU,TB,HOU,"brantley, michael","slegers, aaron",ground_ball,center,0.07,1.89,86.9,99.5,-2.0,0
KC,STL,KC,"perez, salvador","martinez, carlos",fly_ball,center,0.18,3.32,81.2,105.9,28.0,1
CIN,DET,CIN,"votto, joey","jimenez, joe",ground_ball,center,-0.01,3.47,93.4,87.0,6.0,0
COL,HOU,COL,"hampson, garrett","valdez, framber",line_drive,right,0.3,2.98,93.1,94.8,,0
COL,SF,SF,"dickerson, alex","gonzalez, chi chi",line_drive,center,0.1,2.5,80.4,102.9,15.0,0
LAD,LAA,LAA,"fletcher, david","wood, alex",line_drive,left,-0.78,2.81,91.7,88.4,14.0,0
ARI,LAD,LAD,"hernandez, enrique","guerra, junior",ground_ball,left,0.1,1.83,95.0,86.9,-55.0,0
CHC,STL,CHC,"baez, javier","hudson, dakota",ground_ball,center,-0.63,2.05,93.4,103.0,-14.0,0
COL,TEX,COL,"dahl, david","lynn, lance",fly_ball,left,-0.02,1.16,87.2,80.1,42.0,0
COL,LAA,LAA,"simmons, andrelton","marquez, german",fly_ball,right,0.16,2.73,92.3,84.2,45.0,0
SEA,OAK,SEA,"crawford, j. p.","petit, yusmeiro",popup,right,0.21,3.05,82.7,91.5,,0
CLE,DET,DET,"cabrera, miguel","carrasco, carlos",line_drive,center,0.34,3.18,88.8,,18.0,0
LAD,SF,LAD,"betts, mookie","samardzija, jeff",fly_ball,right,0.01,3.09,87.2,,,0
KC,CLE,KC,"franco, maikel","mckenzie, triston",line_drive,center,0.15,2.66,94.8,,22.0,0
WSH,MIA,WSH,"thames, eric","tarpley, stephen",line_drive,center,0.3,2.76,91.1,,,0
SEA,SD,SD,"profar, jurickson","lockett, walker",ground_ball,left,-0.53,2.85,84.2,84.0,-42.0,0
BOS,NYY,NYY,"frazier, clint","houck, tanner",ground_ball,left,-0.38,2.17,87.9,,-31.0,0
LAD,SD,SD,"myers, wil","kershaw, clayton",line_drive,center,0.16,1.72,88.9,100.9,16.0,0
OAK,CWS,OAK,"semien, marcus","cordero, jimmy",ground_ball,left,-0.6,2.86,101.4,87.8,,0
STL,CHC,CHC,"martinez, jose","gomber, austin",ground_ball,left,0.57,2.66,84.5,92.7,7.0,0
OAK,HOU,OAK,"davis, khris","valdez, framber",ground_ball,center,0.71,2.02,88.1,79.6,,0
CHC,MIL,CHC,"contreras, willson","suter, brent",popup,center,-0.3,2.54,88.2,81.0,51.0,0
SD,LAD,LAD,"seager, corey","davies, zach",ground_ball,left,-0.87,2.13,80.6,,-28.0,0
KC,CWS,KC,"perez, salvador","keuchel, dallas",ground_ball,left,0.4,0.97,78.7,,-9.0,0
TOR,NYY,NYY,"voit, luke","cole, a. j.",popup,center,0.13,1.24,85.4,64.0,57.0,0
WSH,PHI,PHI,"bruce, jay","fedde, erick",ground_ball,center,0.45,1.64,79.7,58.2,-23.0,0
MIA,BAL,BAL,"severino, pedro","kintzler, brandon",line_drive,left,-0.72,3.5,86.1,100.4,,0
MIA,TOR,MIA,"dickerson, corey","ray, robbie",line_drive,left,-0.41,1.65,93.9,90.9,21.0,0
HOU,SF,SF,"dickerson, alex","mccullers, lance",ground_ball,left,-0.6,2.17,92.2,107.4,-1.0,0
SF,SD,SF,"slater, austin","bednar, david",line_drive,center,0.5,1.47,76.2,76.7,21.0,0
COL,LAD,LAD,"bellinger, cody","hoffman, jeff",ground_ball,right,0.95,2.59,95.1,104.2,,0
LAD,ATL,LAD,"bellinger, cody","fried, max",line_drive,right,-0.09,2.73,85.6,,7.0,0
WSH,TOR,WSH,"turner, trea","roark, tanner",line_drive,right,0.17,2.71,91.1,91.7,7.0,0
PHI,TOR,TOR,"grichuk, randal","hale, david",ground_ball,left,-0.04,1.9,80.6,81.3,-8.0,0
STL,MIL,STL,"wong, kolten","williams, devin",ground_ball,left,-0.15,2.33,98.1,98.0,,0
TB,WSH,TB,"margot, manuel","sanchez, anibal",fly_ball,right,0.39,2.44,89.4,94.9,39.0,0
TB,TOR,TB,"margot, manuel","hatch, thomas",ground_ball,center,-0.56,3.01,86.2,96.4,,0
CLE,KC,CLE,"lindor, francisco","harvey, matt",fly_ball,left,0.78,2.33,95.0,,33.0,0
WSH,PHI,WSH,"thames, eric","morgan, adam",fly_ball,center,0.02,2.96,90.6,101.7,40.0,0
BOS,WSH,BOS,"verdugo, alex","guerra, javy",ground_ball,left,0.01,1.93,85.9,,,0
ATL,MIA,MIA,"marte, starling","jackson, luke",ground_ball,center,-0.86,2.33,82.8,82.0,-37.0,0
BOS,TOR,TOR,"guerrero, vladimir","eovaldi, nathan",ground_ball,center,1.25,1.4,80.0,74.1,-14.0,0
MIA,TB,MIA,"joyce, matt","banda, anthony",line_drive,right,0.46,3.27,84.3,73.9,23.0,0
KC,MIN,MIN,"arraez, luis","duffy, danny",line_drive,center,0.75,1.82,78.3,76.1,24.0,0
MIN,CLE,CLE,"deshields, delino","romo, sergio",fly_ball,left,-0.7,2.39,85.0,99.4,32.0,0
SF,ARI,SF,"dickerson, alex","gallen, zac",line_drive,left,-0.72,2.34,81.0,100.5,,0
ATL,WSH,ATL,"duvall, adam","bacus, dakota",fly_ball,left,0.51,2.13,84.1,,51.0,0
BOS,TOR,TOR,"bichette, bo","godley, zack",line_drive,right,0.56,2.32,87.7,97.7,,0
CHC,CIN,CIN,"goodwin, brian","jeffress, jeremy",ground_ball,center,-0.15,2.06,95.6,96.1,,0
LAA,SEA,SEA,"lewis, kyle","barria, jaime",line_drive,right,0.2,2.71,91.0,97.4,28.0,0
OAK,LAA,OAK,"semien, marcus","heaney, andrew",fly_ball,center,0.03,1.95,89.2,105.1,,1
DET,CWS,CWS,"mazara, nomar","garcia, bryan",line_drive,left,-0.46,3.66,94.0,,7.0,0
COL,ARI,ARI,"marte, ketel","senzatela, antonio",ground_ball,left,-0.23,3.1,96.0,99.6,,0
BOS,ATL,ATL,"markakis, nick","brewer, colten",ground_ball,center,0.05,2.37,79.7,99.2,-7.0,0
CLE,MIN,CLE,"naquin, tyler","maeda, kenta",ground_ball,right,0.0,0.89,84.6,93.1,,0
NYM,TB,TB,"zunino, mike","wacha, michael",fly_ball,right,1.12,2.22,97.1,,45.0,0
ATL,MIA,MIA,"anderson, brian","fried, max",line_drive,left,-0.04,1.86,95.1,103.3,13.0,0
OAK,SEA,SEA,"lopes, tim","trivino, lou",ground_ball,left,0.15,2.14,95.8,104.5,-26.0,0
SEA,TEX,SEA,"white, evan","herget, jimmy",ground_ball,center,0.22,1.85,81.0,75.3,-6.0,0
MIL,DET,DET,"stewart, christin","lindblom, josh",line_drive,center,0.42,1.7,89.5,,25.0,1
LAA,ARI,LAA,"fletcher, david","crichton, stefan",line_drive,center,-0.1,2.2,91.7,99.0,,0
SD,TEX,TEX,"frazier, todd","patino, luis",fly_ball,right,0.49,2.56,85.2,91.0,31.0,0
TOR,MIA,MIA,"cervelli, francisco","dolis, rafael",line_drive,center,0.08,2.24,95.4,102.3,28.0,0
MIN,CLE,CLE,"leon, sandy","maeda, kenta",ground_ball,center,-0.7,1.39,85.5,108.1,-17.0,0
PIT,STL,STL,"dejong, paul","brault, steven",ground_ball,left,-0.84,1.96,94.7,65.1,-25.0,0
CWS,STL,STL,"knizner, andrew","cordero, jimmy",ground_ball,left,-1.28,2.31,95.3,103.7,-7.0,0
OAK,HOU,HOU,"garneau, dustin","bassitt, chris",line_drive,left,0.08,2.8,92.3,94.3,27.0,0
MIN,CWS,MIN,"buxton, byron","keuchel, dallas",fly_ball,center,-0.11,2.53,84.2,105.1,,0
SD,ARI,SD,"olivares, edward","clarke, taylor",ground_ball,center,0.35,1.91,80.8,73.9,,0
TB,BOS,BOS,"pillar, kevin","yarbrough, ryan",ground_ball,left,-0.16,2.63,83.6,102.0,,0
COL,SF,COL,"hilliard, sam","webb, logan",fly_ball,left,0.52,2.16,83.0,71.0,38.0,0
NYY,TB,TB,"tsutsugo, yoshi","tanaka, masahiro",popup,right,0.92,1.89,86.0,90.9,69.0,0
ATL,MIA,ATL,"albies, ozzie","eibner, brett",line_drive,left,-0.92,2.37,84.2,83.7,,0
MIA,ATL,ATL,"freeman, freddie","castano, daniel",line_drive,right,0.55,2.2,87.9,102.5,21.0,0
MIL,STL,STL,"bader, harrison","woodruff, brandon",ground_ball,center,0.81,2.76,96.4,96.2,2.0,0
SF,OAK,OAK,"semien, marcus","cueto, johnny",ground_ball,left,0.4,1.71,79.8,69.7,-1.0,0
MIN,HOU,MIN,"polanco, jorge","greinke, zack",fly_ball,left,-0.16,1.82,84.6,,55.0,0
BAL,TOR,BAL,"santander, anthony","ryu, hyun jin",line_drive,right,-0.01,1.96,92.8,,13.0,0
MIN,CWS,CWS,"robert, luis","berrios, jose",line_drive,right,0.05,2.47,94.7,91.8,25.0,0
MIL,KC,KC,"perez, salvador","rasmussen, drew",ground_ball,left,-0.06,3.7,97.8,,,0
CHC,MIL,CHC,"happ, ian","burnes, corbin",line_drive,center,0.28,2.81,93.6,106.4,21.0,0
SEA,LAA,LAA,"fletcher, david","gonzales, marco",line_drive,left,-0.74,2.49,88.4,95.2,26.0,1
PIT,CIN,CIN,"castellanos, nick","brault, steven",fly_ball,center,-0.09,2.47,84.8,,,1
MIN,KC,KC,"mondesi, adalberto","dobnak, randy",line_drive,center,-0.9,1.6,85.6,78.3,29.0,0
TEX,OAK,TEX,"solak, nick","jefferies, daulton",ground_ball,right,0.57,2.95,93.5,103.2,-5.0,0
CWS,CLE,CWS,"abreu, josé","hill, cam",line_drive,left,-0.47,2.96,93.3,86.4,,0
HOU,SEA,SEA,"lopes, tim","sneed, cy",fly_ball,left,0.03,2.46,80.1,78.6,48.0,0
BAL,BOS,BAL,"alberto, hanser","eovaldi, nathan",ground_ball,left,0.61,2.48,94.1,,-64.0,0
STL,CLE,CLE,"lindor, francisco","wainwright, adam",fly_ball,right,0.58,2.24,92.1,101.8,,0
TB,BOS,TB,"margot, manuel","weber, ryan",fly_ball,left,-0.28,1.71,79.4,,41.0,0
MIN,CLE,MIN,"garver, mitch","wittgren, nick",line_drive,left,0.26,2.18,93.3,106.3,,0
TB,NYY,TB,"wendle, joey","king, mike",fly_ball,center,0.83,1.29,84.7,78.2,41.0,0
HOU,ARI,HOU,"reddick, josh","crichton, stefan",line_drive,center,-1.03,2.77,90.2,,28.0,0
TEX,HOU,HOU,"garneau, dustin","lynn, lance",fly_ball,center,0.17,2.12,91.1,97.0,53.0,0
TB,TOR,TB,"díaz, yandy","romano, jordan",line_drive,right,-0.56,2.68,89.0,100.9,10.0,0
LAD,ARI,ARI,"peralta, david","buehler, walker",fly_ball,left,0.48,1.82,95.5,,,0
LAA,HOU,LAA,"castro, jason","greinke, zack",fly_ball,left,-0.6,3.17,88.2,92.8,35.0,0
WSH,MIA,WSH,"taylor, michael","smith, josh",fly_ball,right,0.21,2.63,77.0,91.0,39.0,0
COL,LAD,COL,"story, trevor","urias, julio",fly_ball,center,-0.48,2.28,82.0,75.1,46.0,0
PHI,ATL,PHI,"gregorius, didi","erlin, robbie",fly_ball,right,-0.14,3.06,74.6,99.8,44.0,1
DET,KC,KC,"merrifield, whit","boyd, matt",line_drive,right,0.49,2.86,90.2,99.0,,0
CWS,DET,DET,"bonifacio, jorge","mcrae, alex",line_drive,left,-0.28,2.56,83.3,91.9,23.0,0
NYM,BOS,BOS,"benintendi, andrew","wilson, justin",ground_ball,center,0.15,2.9,94.2,25.6,-45.0,0
DET,CLE,DET,"castro, willi","plesac, zach",popup,left,0.84,2.05,92.0,62.5,,0
DET,MIN,DET,"jones, jacoby","thorpe, lewis",popup,right,-0.49,3.01,86.4,,76.0,0
KC,CWS,CWS,"mccann, james","newberry, jake",fly_ball,center,-0.48,2.48,93.4,97.5,,0
SEA,OAK,OAK,"kemp, tony","dunn, justin",line_drive,left,0.24,1.32,92.0,,9.0,0
BOS,NYY,NYY,"hicks, aaron","houck, tanner",ground_ball,center,-0.28,2.84,90.8,95.9,-16.0,0
NYY,TB,NYY,"torres, gleyber","yarbrough, ryan",fly_ball,left,-0.79,2.5,84.3,108.7,,1
LAD,OAK,OAK,"lamb, jake","buehler, walker",ground_ball,center,0.18,2.47,80.7,75.5,-30.0,0
SEA,OAK,SEA,"france, ty","blackburn, paul",ground_ball,left,0.11,2.4,89.8,102.9,5.0,0
CLE,DET,DET,"reyes, victor","mckenzie, triston",fly_ball,right,0.39,2.7,89.6,95.2,38.0,0
CWS,MIN,MIN,"kepler, max","keuchel, dallas",fly_ball,right,0.58,2.19,73.5,87.7,41.0,0
MIA,NYM,MIA,"alvarez, eddy","hughes, jared",ground_ball,center,0.04,0.98,92.0,85.5,-13.0,0
CLE,DET,DET,"reyes, victor","mckenzie, triston",ground_ball,center,-1.16,2.19,88.5,,-13.0,0
OAK,COL,OAK,"semien, marcus","senzatela, antonio",fly_ball,left,-0.77,2.95,94.4,85.5,49.0,0
CLE,MIL,CLE,"naylor, josh","peralta, freddy",ground_ball,left,0.48,3.52,92.7,,-19.0,0
TOR,BAL,TOR,"grichuk, randal","means, john",ground_ball,left,0.46,2.05,86.3,79.8,-4.0,0
SD,LAD,SD,"myers, wil","ferguson, caleb",fly_ball,center,-0.2,3.05,96.8,,28.0,1
CLE,MIL,MIL,"arcia, orlando","carrasco, carlos",line_drive,right,0.8,2.69,88.9,82.1,,0
HOU,SEA,SEA,"vogelbach, dan","paredes, enoli",ground_ball,left,0.29,3.36,94.7,,9.0,0
STL,CLE,STL,"molina, yadier","civale, aaron",line_drive,right,-0.75,2.83,91.9,58.3,29.0,0
MIA,ATL,ATL,"duvall, adam","vincent, nick",popup,right,-1.13,2.63,89.7,,76.0,0
MIA,WSH,MIA,"wallach, chad","corbin, patrick",ground_ball,left,-0.56,3.25,90.0,86.0,0.0,0
CIN,PIT,CIN,"galvis, freddy","kuhl, chad",fly_ball,center,0.23,2.7,95.6,,42.0,0
PHI,WSH,PHI,"bruce, jay","scherzer, max",line_drive,center,-1.06,2.65,76.5,98.7,29.0,1
OAK,LAA,LAA,"trout, mike","montas, frankie",line_drive,right,0.12,2.17,95.2,105.1,,0
MIL,KC,KC,"olivares, edward","lindblom, josh",line_drive,left,-0.49,3.71,90.5,90.4,,0
ATL,CIN,CIN,"akiyama, shogo","anderson, ian",fly_ball,left,0.27,2.96,97.0,,58.0,0
TEX,LAA,TEX,"odor, rougned","mayers, mike",fly_ball,left,0.0,2.7,94.0,91.8,33.0,0
STL,CIN,CIN,"aquino, aristides","wainwright, adam",fly_ball,left,0.34,2.23,73.2,,56.0,0
BOS,TOR,TOR,"grichuk, randal","godley, zack",line_drive,left,0.12,1.81,79.6,98.8,20.0,0
COL,SD,SD,"machado, manny","pazos, james",line_drive,right,-0.6,2.75,93.5,75.0,,0
TB,LAD,TB,"kiermaier, kevin","baez, pedro",fly_ball,center,-0.23,2.66,87.7,108.6,27.0,1
TEX,OAK,OAK,"la stella, tommy","hearn, taylor",ground_ball,right,0.46,2.6,95.7,92.7,-9.0,0
SD,ARI,ARI,"escobar, eduardo","lucchesi, joey",line_drive,left,0.1,2.1,76.5,,14.0,0
TB,TOR,TB,"renfroe, hunter","bass, anthony",ground_ball,left,0.59,1.81,95.7,95.8,-6.0,0
LAA,HOU,HOU,"stubbs, garrett","barnes, jacob",line_drive,left,-0.71,2.82,94.3,90.8,29.0,0
TB,BAL,BAL,"alberto, hanser","richards, trevor",ground_ball,center,-0.06,3.45,89.3,34.7,,0
PHI,WSH,WSH,"thames, eric","neris, hector",ground_ball,center,-1.08,2.01,85.4,,,0
OAK,LAA,LAA,"adell, jo","montas, frankie",line_drive,left,-0.92,3.15,96.3,60.0,23.0,0
CLE,DET,DET,"paredes, isaac","cimber, adam",ground_ball,left,0.12,2.17,84.8,72.1,,0
TEX,LAA,LAA,"fletcher, david","lynn, lance",ground_ball,left,-0.73,1.82,91.6,97.5,-13.0,0
MIL,CWS,CWS,"mazara, nomar","burnes, corbin",fly_ball,left,0.41,2.39,95.4,90.5,46.0,0
ATL,MIA,ATL,"riley, austin","boxberger, brad",ground_ball,left,-0.79,3.26,79.3,50.7,-39.0,0
DET,MIL,MIL,"vogelbach, dan","turnbull, spencer",line_drive,center,0.08,2.79,92.2,,19.0,0
PHI,NYM,PHI,"realmuto, j. t.","hughes, jared",ground_ball,left,-0.77,1.56,92.4,74.2,-42.0,0
TB,BAL,TB,"smith, kevan","zimmermann, bruce",line_drive,left,-1.04,2.71,91.5,91.8,,0
TEX,COL,TEX,"solak, nick","estevez, carlos",line_drive,left,-0.27,2.11,95.3,,30.0,0
BAL,TB,BAL,"ruiz, rio","slegers, aaron",ground_ball,center,0.1,2.24,91.1,96.2,-7.0,0
LAD,OAK,OAK,"laureano, ramon","buehler, walker",ground_ball,center,-0.29,2.51,82.6,94.0,-4.0,0
SF,LAA,SF,"belt, brandon","teheran, julio",ground_ball,right,-0.29,1.23,83.4,80.0,-23.0,0
SEA,LAA,LAA,"rengifo, luis","guilbeau, taylor",ground_ball,left,-0.03,2.53,90.3,95.2,-14.0,0
MIA,PHI,PHI,"hoskins, rhys","garcia, yimi",popup,right,-0.33,2.78,94.8,,78.0,0
OAK,HOU,OAK,"semien, marcus","valdez, framber",fly_ball,left,-0.14,2.31,79.2,99.3,,1
SF,COL,SF,"dubon, mauricio","marquez, german",line_drive,left,0.51,3.03,87.2,94.0,24.0,0
TOR,BOS,TOR,"grichuk, randal","valdez, phillips",ground_ball,left,0.67,2.0,86.1,77.0,-18.0,0
TB,TOR,TB,"wendle, joey","kay, anthony",line_drive,left,0.16,3.05,92.2,90.0,28.0,0
MIN,KC,MIN,"polanco, jorge","singer, brady",fly_ball,center,-0.47,3.07,92.4,89.3,32.0,0
MIA,BAL,BAL,"alberto, hanser","morin, mike",fly_ball,left,0.02,1.29,72.5,,31.0,0
LAD,TB,TB,"kiermaier, kevin","floro, dylan",ground_ball,left,-0.91,1.57,86.1,,,0
CWS,CLE,CLE,"reyes, franmil","marshall, evan",line_drive,center,-0.36,2.1,92.9,105.0,13.0,0
CHC,CWS,CHC,"schwarber, kyle","gonzalez, gio",ground_ball,left,-0.65,1.52,91.4,84.7,-3.0,0
HOU,SEA,HOU,"springer, george","shaw, bryan",ground_ball,right,-0.39,2.01,80.0,61.9,,0
HOU,LAA,LAA,"rendon, anthony","valdez, framber",line_drive,right,0.18,1.86,90.2,,,0
SEA,LAA,LAA,"pujols, albert","dunn, justin",fly_ball,left,0.41,2.89,80.6,97.2,31.0,1
MIN,CLE,CLE,"mercado, oscar","pineda, michael",popup,center,0.11,2.06,81.9,,,0
KC,DET,KC,"dozier, hunter","fulmer, michael",line_drive,right,0.48,2.28,91.0,100.5,23.0,0
SF,ARI,ARI,"ahmed, nick","watson, tony",ground_ball,center,1.68,2.04,83.7,87.2,0.0,0
PHI,WSH,PHI,"quinn, roman","fedde, erick",ground_ball,center,-0.09,2.23,89.7,74.5,,0
MIN,CLE,MIN,"polanco, jorge","karinchak, james",fly_ball,left,0.28,2.15,82.7,71.6,,0
BOS,ATL,BOS,"bradley, jackie","martin, chris",fly_ball,left,-0.04,3.04,81.9,87.6,,0
LAD,OAK,LAD,"turner, justin","manaea, sean",ground_ball,center,-0.03,2.0,91.1,,,0
CIN,CWS,CIN,"votto, joey","cease, dylan",ground_ball,right,1.15,1.4,85.3,,11.0,0
BAL,NYY,BAL,"iglesias, josé","yajure, miguel",line_drive,center,1.29,2.4,91.8,83.2,21.0,0
SEA,OAK,SEA,"long, shed","montas, frankie",ground_ball,center,-0.44,2.54,85.7,85.3,-38.0,0
MIA,PHI,PHI,"mccutchen, andrew","rogers, trevor",line_drive,left,0.72,2.16,84.4,97.3,19.0,0
ARI,COL,ARI,"walker, christian","marquez, german",line_drive,center,0.52,2.38,86.2,99.2,,0
PHI,ATL,PHI,"realmuto, j. t.","wright, kyle",fly_ball,right,-0.1,2.42,93.5,100.5,33.0,0
ATL,MIA,MIA,"aguilar, jesus","ynoa, huascar",ground_ball,center,-0.12,1.47,96.7,,2.0,0
BAL,BOS,BAL,"ruiz, rio","eovaldi, nathan",ground_ball,left,0.22,2.7,92.6,91.2,-3.0,0
OAK,SD,OAK,"la stella, tommy","paddack, chris",line_drive,left,-0.71,1.49,93.6,,,0
ATL,WSH,WSH,"eaton, adam","tomlin, josh",ground_ball,right,-0.3,1.52,85.4,,-36.0,0
LAA,HOU,LAA,"adell, jo","valdez, framber",line_drive,right,-0.02,1.78,78.5,107.6,12.0,0
MIA,WSH,MIA,"berti, jon","crowe, wil",ground_ball,left,0.24,2.05,81.8,105.9,,0
STL,CLE,CLE,"ramirez, jose","flaherty, jack",line_drive,right,0.64,2.79,95.5,106.7,25.0,1
SF,ARI,SF,"sandoval, pablo","ginkel, kevin",popup,center,0.38,1.38,86.4,89.6,60.0,0
CLE,DET,DET,"candelario, jeimer","allen, logan",ground_ball,center,0.48,2.01,83.5,71.6,-56.0,0
LAA,ARI,LAA,"fletcher, david","smith, caleb",line_drive,right,-0.3,2.6,91.4,82.3,21.0,0
KC,CWS,CWS,"mazara, nomar","harvey, matt",line_drive,center,-0.32,3.12,94.3,,8.0,0
ATL,CIN,ATL,"ozuna, marcell","castillo, luis",fly_ball,right,-0.32,2.72,97.2,84.6,35.0,0
